timestamp,open,high,low,close,volume
2021-03-13,101.67,103.58,101.51,103.52,2365693
2021-03-14,103.77,106.23,103.66,105.86,4004427
2021-03-15,105.75,107.2,105.37,106.84,2500147
2021-03-16,106.52,110.08,106.25,110.06,3117181
2021-03-17,109.77,109.9,108.57,109.03,1992332
2021-03-18,109.62,109.74,108.81,108.81,654634
2021-03-19,108.4,108.9,107.94,108.72,4250173
2021-03-20,109.09,111.17,108.88,110.7,3797444
2021-03-21,110.65,111.98,110.34,111.91,2166182
2021-03-22,111.45,113.34,111.11,113.04,3415478
2021-03-23,112.97,116.35,112.91,115.7,2644076
2021-03-24,115.75,115.98,114.98,115.37,4744156
2021-03-25,115.12,115.14,114.54,114.92,4354170
2021-03-26,115.17,115.88,115.16,115.44,3259232
2021-03-27,115.37,117.29,114.17,117.25,3096676
2021-03-28,117.47,117.62,117.3,117.52,2839824
2021-03-29,117.52,117.57,116.67,116.67,2716007
2021-03-30,116.49,117.48,116.25,117.08,3013613
2021-03-31,117.32,117.81,116.54,116.83,1802349
2021-04-01,116.37,116.71,115.38,115.7,3235816
2021-04-02,115.3,115.64,114.67,115.5,1714269
2021-04-03,115.68,118.65,115.27,118.13,4740785
2021-04-04,118.46,120.24,118.44,119.33,634886
2021-04-05,118.91,120.87,118.46,120.3,2428882
2021-04-06,120.35,121.56,119.42,120.76,3659302
2021-04-07,120.36,122.28,119.87,121.81,2551515
2021-04-08,121.81,122.05,121.02,121.79,4719226
2021-04-09,121.69,123.2,121.56,122.4,4475012
2021-04-10,122.54,122.62,121.7,122.49,2221489
2021-04-11,123.02,123.94,122.62,122.85,1143740
2021-04-12,122.92,122.99,120.06,120.73,2163378
2021-04-13,120.83,121.57,120.03,121.55,3053636
2021-04-14,121.42,121.98,121.02,121.08,1334826
2021-04-15,120.57,120.72,119.84,120.4,4397874
2021-04-16,120.53,121.14,118.06,118.09,3114516
2021-04-17,117.98,122.02,117.92,121.48,4749824
2021-04-18,121.4,123.18,121.07,123.14,2267553
2021-04-19,123.21,123.82,122.83,123.81,3516154
2021-04-20,124.32,126.81,124.26,125.76,3563423
2021-04-21,126.56,126.67,126.23,126.24,530119
2021-04-22,126.06,129.21,125.6,128.52,3991180
2021-04-23,128.8,128.82,127.84,127.87,3337636
2021-04-24,127.71,129.11,127.35,128.38,2931295
2021-04-25,128.52,129.32,127.81,128.47,1140895
2021-04-26,128.78,128.81,127.37,127.53,1353204
2021-04-27,127.71,129.96,127.49,129.77,2729088
2021-04-28,129.9,130.03,127.74,128.63,4088207
2021-04-29,128.16,131.63,127.33,130.84,2206543
2021-04-30,130.72,130.91,130.15,130.85,1662430
2021-05-01,130.6,131.74,129.8,130.16,1567964
2021-05-02,130.52,131.12,130.13,131.04,2682456
2021-05-03,131.2,131.98,130.1,130.18,1504473
2021-05-04,130.38,131.04,129.29,130.74,4669773
2021-05-05,130.61,131.05,128.45,129.21,4085484
2021-05-06,129.4,130.36,129.14,129.96,1264154
2021-05-07,130.3,130.43,129.11,129.43,668457
2021-05-08,129.03,130.07,128.71,129.53,3661379
2021-05-09,130.17,130.85,129.29,129.3,3521117
2021-05-10,129.63,131.41,128.88,130.69,2311630
2021-05-11,131.15,134.17,130.65,133.59,4122508
2021-05-12,133.37,136.76,133.29,136.68,770478
2021-05-13,137.0,137.48,132.98,134.31,4608944
2021-05-14,134.31,136.93,133.86,136.02,4427138
2021-05-15,135.97,137.59,135.77,137.34,4881920
2021-05-16,137.31,138.62,136.55,138.23,4336320
2021-05-17,138.6,141.1,138.6,140.81,815342
2021-05-18,140.53,140.83,139.73,140.04,4169433
2021-05-19,139.85,140.51,139.56,139.89,2108110
2021-05-20,140.08,140.15,139.04,139.09,3029343
2021-05-21,139.08,140.99,138.11,140.55,2533042
2021-05-22,140.6,140.63,138.02,139.44,3078639
2021-05-23,139.53,141.2,139.0,140.59,1180249
2021-05-24,141.22,141.58,140.41,140.59,786029
2021-05-25,139.96,140.32,139.38,139.81,556652
2021-05-26,139.15,141.1,139.14,140.72,2181192
2021-05-27,141.44,141.49,139.26,139.65,2974076
2021-05-28,140.02,142.51,139.26,141.58,4568917
2021-05-29,141.89,142.19,139.41,139.51,3800581
2021-05-30,139.54,140.45,139.21,139.97,1004451
2021-05-31,140.39,140.94,139.92,140.82,1449637
2021-06-01,140.8,145.03,140.48,144.85,4902321
2021-06-02,144.74,145.25,144.25,144.96,3636363
2021-06-03,144.92,147.13,144.77,146.95,1177488
2021-06-04,147.83,148.92,143.4,144.45,2239817
2021-06-05,144.96,145.34,141.44,142.4,1236186
2021-06-06,142.55,145.26,141.63,144.36,2119221
2021-06-07,144.99,145.8,143.09,143.22,2580484
2021-06-08,142.54,144.6,142.5,144.45,1024958
2021-06-09,144.3,144.84,144.1,144.77,3344321
2021-06-10,145.07,145.24,143.81,143.86,3154857
2021-06-11,143.69,145.4,142.93,145.26,1048045
2021-06-12,145.31,148.08,145.08,146.63,3742321
2021-06-13,145.69,147.83,145.4,147.71,4665284
2021-06-14,148.44,149.21,147.34,149.13,1769324
2021-06-15,148.88,149.12,147.49,148.0,1162824
2021-06-16,147.97,148.29,145.84,146.35,784069
2021-06-17,146.41,146.74,143.76,144.28,1382661
2021-06-18,144.25,145.98,144.12,145.75,4681513
2021-06-19,145.67,150.68,145.39,150.53,4366508
2021-06-20,150.07,150.08,147.53,148.68,1516403
2021-06-21,148.31,149.17,147.85,149.08,2631180
2021-06-22,148.78,149.12,148.33,149.11,1786159
2021-06-23,150.07,150.15,148.26,148.46,2611024
2021-06-24,148.43,150.83,147.36,150.7,4391606
2021-06-25,150.69,152.77,150.51,151.66,4260589
2021-06-26,151.59,152.31,151.3,152.23,2090255
2021-06-27,151.72,151.8,149.37,149.59,4800579
2021-06-28,149.22,151.09,148.19,151.02,553179
2021-06-29,151.4,153.37,151.11,153.06,3592951
2021-06-30,153.18,153.35,152.89,152.89,2206593
2021-07-01,152.11,154.85,151.79,154.35,3118887
2021-07-02,154.41,155.6,154.39,154.89,3923978
2021-07-03,155.17,157.36,154.9,156.51,1264643
2021-07-04,156.12,156.37,153.71,155.55,3080300
2021-07-05,155.62,155.66,153.86,155.15,3973555
2021-07-06,155.62,156.21,152.04,152.05,2154246
2021-07-07,152.34,152.95,150.5,150.73,1813378
2021-07-08,151.12,152.16,147.2,147.88,4366361
2021-07-09,147.65,148.44,147.55,148.13,3827921
2021-07-10,148.46,150.84,147.95,150.35,1723787
2021-07-11,150.57,150.68,149.65,149.85,3719000
2021-07-12,149.9,150.29,146.65,146.73,1562420
2021-07-13,146.62,147.56,146.35,147.12,3753900
2021-07-14,147.48,150.1,146.33,149.62,2362900
2021-07-15,149.19,149.41,147.31,147.94,2329864
2021-07-16,148.21,152.43,147.74,152.11,1753821
2021-07-17,152.84,152.98,152.18,152.29,819846
2021-07-18,151.94,152.46,151.18,151.61,3068710
2021-07-19,151.3,151.3,150.21,150.81,3582394
2021-07-20,150.97,151.8,148.7,148.82,4606237
2021-07-21,148.93,149.74,146.03,146.77,2006334
2021-07-22,146.36,147.79,146.13,147.28,3564629
2021-07-23,147.54,148.9,147.53,148.73,1592792
2021-07-24,149.09,151.22,148.39,151.1,955207
2021-07-25,150.14,151.61,149.28,151.0,716899
2021-07-26,149.82,154.74,148.73,154.61,2124934
2021-07-27,155.32,157.34,154.22,157.07,1885055
2021-07-28,156.38,156.59,154.58,155.74,2615781
2021-07-29,156.58,157.92,155.44,157.74,1704371
2021-07-30,158.96,159.8,157.34,157.45,4744694
2021-07-31,157.9,158.1,156.83,157.44,2833695
2021-08-01,156.53,157.07,154.62,155.57,1465350
2021-08-02,155.42,156.5,154.16,155.48,4300363
2021-08-03,155.27,155.49,152.82,153.01,4993787
2021-08-04,152.68,152.82,151.15,151.6,3594930
2021-08-05,151.4,151.46,149.28,149.93,1982737
2021-08-06,149.18,149.39,145.71,146.39,3101076
2021-08-07,145.42,146.16,142.57,143.0,3122688
2021-08-08,142.29,142.63,141.83,142.55,4125832
2021-08-09,142.75,143.38,140.8,140.99,882383
2021-08-10,140.99,141.15,140.76,140.97,3496004
2021-08-11,140.88,140.98,138.84,139.12,3572197
2021-08-12,138.79,139.65,136.66,137.63,2543366
2021-08-13,137.19,137.47,136.89,137.01,2762912
2021-08-14,137.2,137.99,135.76,135.82,3438803
2021-08-15,135.52,136.04,133.52,133.91,4634339
2021-08-16,134.78,135.42,133.63,133.81,3905680
2021-08-17,134.03,134.26,133.9,134.05,2154721
2021-08-18,134.26,135.09,133.86,134.59,3983323
2021-08-19,134.36,135.01,133.94,134.84,906770
2021-08-20,134.82,137.98,134.73,137.3,3647059
2021-08-21,136.74,139.58,136.55,138.69,4295738
2021-08-22,139.94,141.15,139.14,141.09,1534034
2021-08-23,141.7,142.07,138.5,139.51,940677
2021-08-24,140.04,140.95,138.78,139.16,4889294
2021-08-25,139.1,141.47,138.59,140.4,1216564
2021-08-26,140.35,140.5,139.94,140.47,2201011
2021-08-27,140.23,143.5,139.21,142.95,3256108
2021-08-28,142.7,143.47,140.44,141.46,4999279
2021-08-29,141.61,141.97,137.1,138.13,4167616
2021-08-30,138.05,139.9,137.4,139.16,3784668
2021-08-31,139.04,139.3,138.38,138.54,725674
2021-09-01,138.91,140.98,137.61,140.17,741026
2021-09-02,140.21,141.03,140.08,140.93,1068979
2021-09-03,140.77,141.22,140.45,140.74,4978628
2021-09-04,140.64,141.92,139.72,141.08,3719905
2021-09-05,141.26,141.95,141.16,141.84,1233749
2021-09-06,141.3,142.85,141.05,142.79,1320924
2021-09-07,142.19,143.43,141.69,143.29,2690765
2021-09-08,143.33,144.65,142.44,144.46,3587211
2021-09-09,144.06,147.37,143.67,146.83,2912972
2021-09-10,146.76,147.3,146.03,146.36,1324596
2021-09-11,146.92,147.32,144.55,144.65,1262436
2021-09-12,144.49,145.14,142.96,143.23,2918726
2021-09-13,142.05,144.12,142.03,143.45,4622867
2021-09-14,142.69,143.44,142.06,142.22,4821309
2021-09-15,143.24,143.32,141.42,141.81,2442193
2021-09-16,141.81,141.96,140.67,140.85,1377095
2021-09-17,140.56,141.02,139.28,139.61,1222870
2021-09-18,139.89,140.22,137.0,137.34,4090834
2021-09-19,137.06,139.62,136.28,138.78,2459373
2021-09-20,138.71,140.17,138.24,139.46,784240
2021-09-21,139.76,140.36,137.58,138.46,3212321
2021-09-22,138.85,139.3,138.13,139.19,1557443
2021-09-23,139.71,139.93,137.22,137.84,2743808
2021-09-24,138.45,138.63,136.62,136.88,1808503
2021-09-25,136.78,139.75,136.47,139.34,2481498
2021-09-26,139.58,140.47,138.55,138.69,1354015
2021-09-27,139.21,139.91,138.91,139.8,1744191
2021-09-28,139.15,140.76,139.0,140.42,1396488
2021-09-29,141.28,141.37,139.59,139.61,4161862
2021-09-30,139.15,139.57,138.32,138.78,1689609
2021-10-01,139.46,139.88,138.51,138.52,4107339
2021-10-02,137.99,138.63,136.86,137.71,2417687
2021-10-03,137.18,137.64,136.42,136.56,1320966
2021-10-04,136.37,138.09,135.86,137.39,1812468
2021-10-05,137.82,138.56,137.04,137.25,3933831
2021-10-06,137.18,137.99,133.89,134.71,3251912
2021-10-07,134.32,136.32,134.23,134.86,819987
2021-10-08,135.14,135.42,133.42,134.72,2176140
2021-10-09,134.7,135.3,133.54,133.84,4490758
2021-10-10,133.8,134.11,130.86,131.42,3942253
2021-10-11,130.98,131.53,130.96,131.2,4810000
2021-10-12,131.0,131.62,130.95,131.13,974948
2021-10-13,131.52,131.71,130.9,130.98,4027804
2021-10-14,130.55,130.77,129.1,129.22,3045903
2021-10-15,128.3,129.25,128.24,128.89,3788021
2021-10-16,128.94,129.12,127.78,127.86,2120444
2021-10-17,127.95,128.15,124.52,125.8,3462283
2021-10-18,125.19,125.34,123.75,124.24,2969122
2021-10-19,123.7,124.35,123.15,124.25,2433187
2021-10-20,124.61,124.62,123.45,123.97,2059356
2021-10-21,124.05,124.19,120.74,121.17,3031851
2021-10-22,121.55,121.7,120.19,120.33,3540296
2021-10-23,120.58,121.06,120.45,120.91,3223788
2021-10-24,120.72,121.3,120.12,120.96,625710
2021-10-25,120.75,121.11,120.11,120.29,1351543
2021-10-26,119.95,120.16,117.2,117.67,1780704
2021-10-27,118.02,118.65,117.78,117.92,1258378
2021-10-28,117.27,117.48,115.47,116.33,2155663
2021-10-29,116.34,117.12,114.83,115.25,1481304
2021-10-30,115.16,115.19,113.86,114.11,4636227
2021-10-31,113.97,114.56,112.13,112.52,2568350
2021-11-01,112.52,112.55,110.69,110.73,3190092
2021-11-02,110.82,111.25,108.23,108.95,3645374
2021-11-03,109.6,109.72,103.41,103.64,3523046
2021-11-04,103.58,104.06,102.94,103.34,3272064
2021-11-05,103.21,104.12,103.14,103.43,1712064
2021-11-06,103.53,105.53,103.26,105.26,3571558
2021-11-07,105.72,106.6,103.65,103.96,2883631
2021-11-08,104.09,104.83,102.4,102.66,2956879
2021-11-09,102.94,103.54,100.67,101.68,4748192
2021-11-10,101.85,102.05,101.11,101.12,2113202
2021-11-11,101.35,101.84,100.3,100.6,835972
2021-11-12,100.83,101.27,98.97,99.26,3842710
2021-11-13,99.29,99.62,98.29,99.12,1004564
2021-11-14,98.49,100.07,98.14,99.65,1196281
2021-11-15,100.08,100.74,99.78,99.96,1350282
2021-11-16,99.44,99.6,98.52,98.61,612629
2021-11-17,99.01,99.13,96.53,97.02,2664283
2021-11-18,96.88,97.49,96.86,97.41,958167
2021-11-19,97.41,97.71,95.3,95.89,4032203
2021-11-20,95.6,95.66,93.48,93.5,3747589
2021-11-21,93.01,93.13,90.28,90.46,3959605
2021-11-22,90.43,91.19,89.81,89.94,630275
2021-11-23,89.96,90.47,88.8,89.72,1239365
2021-11-24,89.85,90.13,89.69,89.74,2532311
2021-11-25,89.88,90.18,87.8,87.96,1714666
2021-11-26,87.85,88.23,87.42,87.82,4363622
2021-11-27,87.34,87.44,86.6,86.66,768173
2021-11-28,86.66,87.12,86.14,86.75,1168409
2021-11-29,86.89,87.6,85.46,85.97,4579618
2021-11-30,85.83,86.36,85.02,85.19,4440985
2021-12-01,85.06,85.15,84.54,84.85,1875947
2021-12-02,84.66,85.11,83.65,84.04,2781539
2021-12-03,83.72,84.27,83.61,84.24,3285353
2021-12-04,83.94,85.46,83.92,85.27,3088705
2021-12-05,84.91,84.92,82.44,82.77,3655793
2021-12-06,82.45,82.55,80.74,80.99,514134
2021-12-07,81.16,81.56,79.97,80.58,854809
2021-12-08,80.71,81.49,79.73,80.37,1733117
2021-12-09,80.84,81.01,79.55,80.01,4694102
2021-12-10,80.09,80.63,79.51,79.7,2181333
2021-12-11,79.33,80.25,79.3,79.98,982853
2021-12-12,79.74,79.81,79.2,79.43,578598
2021-12-13,79.17,80.11,78.87,79.62,1025388
2021-12-14,79.93,80.46,79.28,79.68,4877666
2021-12-15,79.94,80.01,78.9,79.11,1273331
2021-12-16,79.44,79.92,79.13,79.65,3876341
2021-12-17,79.19,80.09,78.47,80.07,4637837
2021-12-18,80.15,80.53,79.4,79.82,1809922
2021-12-19,79.87,79.95,79.37,79.8,1289240
2021-12-20,79.95,82.98,79.67,82.73,2291664
2021-12-21,83.16,83.88,82.32,82.68,1598100
2021-12-22,82.75,82.81,82.55,82.75,1201760
2021-12-23,82.76,83.43,82.38,83.08,4583871
2021-12-24,82.9,85.64,82.72,85.22,3833604
2021-12-25,85.03,86.97,84.87,86.71,2456289
2021-12-26,86.21,86.38,84.84,85.14,4260977
2021-12-27,84.94,85.84,84.4,85.79,1943880
2021-12-28,85.84,87.09,85.25,86.64,733085
2021-12-29,86.57,87.01,86.04,86.89,4555262
2021-12-30,86.94,87.55,86.12,87.52,3006455
2021-12-31,87.37,87.6,86.32,86.64,3617945
2022-01-01,86.77,86.98,86.67,86.69,2500326
2022-01-02,86.15,87.89,85.91,87.58,2136648
2022-01-03,87.43,87.91,87.31,87.84,3629751
2022-01-04,87.75,88.51,87.7,88.36,3730277
2022-01-05,88.05,89.57,87.96,89.26,2461943
2022-01-06,89.31,89.47,87.66,87.85,975855
2022-01-07,88.11,88.71,87.87,88.42,1753190
2022-01-08,88.69,88.85,88.16,88.39,2987650
2022-01-09,88.53,88.84,88.12,88.14,4546969
2022-01-10,88.62,91.15,88.36,90.43,2271326
2022-01-11,90.24,90.68,88.19,88.59,3555801
2022-01-12,88.68,88.7,87.66,87.92,3772775
2022-01-13,88.46,88.99,87.25,87.45,2962261
2022-01-14,87.75,88.84,87.6,88.45,4784770
2022-01-15,88.46,88.78,88.08,88.57,2058776
2022-01-16,88.63,88.87,88.3,88.45,2015707
2022-01-17,88.58,89.03,88.03,88.96,2150135
2022-01-18,88.66,89.1,87.06,87.42,2797542
2022-01-19,87.55,88.0,87.12,87.76,2112121
2022-01-20,87.67,88.19,86.99,87.22,3923583
2022-01-21,86.73,88.89,86.69,88.56,2863555
2022-01-22,88.11,89.86,88.11,89.8,4498130
2022-01-23,90.1,90.95,89.64,90.95,3579465
2022-01-24,91.05,93.34,90.72,92.69,3487660
2022-01-25,92.65,92.84,91.55,91.57,2552910
2022-01-26,91.07,92.8,90.55,92.55,3699323
2022-01-27,92.28,92.33,90.36,90.53,4650712
2022-01-28,90.55,90.62,90.2,90.38,2542943
2022-01-29,90.34,91.29,90.19,91.22,2600994
2022-01-30,90.99,91.82,88.64,88.74,2136491
2022-01-31,89.25,89.51,88.37,88.67,2499570
2022-02-01,88.55,88.98,88.14,88.6,878918
2022-02-02,88.89,89.41,88.2,88.51,1423082
2022-02-03,88.7,89.68,88.34,89.37,2404492
2022-02-04,89.65,90.29,89.44,90.29,655263
2022-02-05,90.19,91.97,89.86,91.36,4909181
2022-02-06,91.52,94.62,91.41,94.28,3861372
2022-02-07,94.54,95.52,94.01,94.43,3189636
2022-02-08,93.93,95.82,93.78,95.39,3464700
2022-02-09,95.69,95.93,95.21,95.48,4952659
2022-02-10,95.71,96.12,95.17,95.95,2391450
2022-02-11,96.53,98.14,95.63,97.99,892266
2022-02-12,97.42,99.05,97.35,98.97,2729457
2022-02-13,98.77,101.0,98.25,100.5,800133
2022-02-14,100.34,100.76,99.88,99.93,830669
2022-02-15,100.18,100.3,99.62,99.78,4809889
2022-02-16,99.71,101.06,99.21,100.28,4190795
2022-02-17,100.39,100.93,100.0,100.82,2918495
2022-02-18,101.31,101.33,100.28,100.61,4309613
2022-02-19,100.36,100.52,99.27,99.49,3577056
2022-02-20,99.58,99.92,97.83,98.12,3104700
2022-02-21,98.17,99.44,97.71,99.25,3825700
2022-02-22,99.27,100.64,99.05,100.45,3230305
2022-02-23,100.46,100.8,99.52,99.55,682752
2022-02-24,99.64,100.18,99.33,99.88,1020235
2022-02-25,99.82,100.23,97.18,97.71,4869870
2022-02-26,98.44,98.46,98.03,98.26,3327093
2022-02-27,98.12,98.28,97.52,98.03,2821526
2022-02-28,97.71,98.78,97.07,98.73,4486588
2022-03-01,99.15,99.57,98.17,98.62,3964778
2022-03-02,98.6,98.83,98.08,98.78,4676546
2022-03-03,99.34,99.8,95.29,95.89,2843010
2022-03-04,95.61,97.38,95.32,97.07,4341163
2022-03-05,97.33,97.62,96.52,96.9,3725427
2022-03-06,96.87,96.94,95.7,96.91,3693325
2022-03-07,96.97,97.04,96.1,96.3,3662497
2022-03-08,96.24,96.54,95.79,95.95,2535519
2022-03-09,95.9,97.55,95.52,96.79,589693
2022-03-10,96.83,98.02,96.63,97.76,3120757
2022-03-11,97.51,97.98,93.73,93.78,4107573
2022-03-12,93.95,94.24,92.86,93.05,587070
2022-03-13,92.74,93.03,92.32,92.53,3862939
2022-03-14,92.02,92.15,90.91,91.1,4033494
2022-03-15,91.12,91.98,89.16,90.01,3379638
2022-03-16,89.59,89.87,89.26,89.45,3575747
2022-03-17,89.38,91.7,89.37,91.52,2973972
2022-03-18,91.05,91.81,90.8,90.85,4030657
2022-03-19,90.61,90.71,89.81,90.03,2077965
2022-03-20,90.08,90.24,89.72,89.79,854952
2022-03-21,89.75,90.38,89.74,89.81,532825
2022-03-22,89.67,90.88,89.63,90.83,747733
2022-03-23,91.13,91.6,91.04,91.33,4958449
2022-03-24,91.32,91.48,90.33,90.8,1719317
2022-03-25,91.18,92.03,91.08,91.9,1930557
2022-03-26,91.8,93.59,91.72,93.2,1021060
2022-03-27,92.86,93.04,92.19,92.29,2498694
2022-03-28,92.42,92.44,91.79,91.96,1028671
2022-03-29,92.21,92.3,91.26,91.34,3821831
2022-03-30,91.0,91.47,88.83,89.01,2591526
2022-03-31,89.17,89.39,89.06,89.2,551701
2022-04-01,88.91,91.03,88.45,90.87,4656990
2022-04-02,90.86,91.6,90.37,91.36,2357223
2022-04-03,91.5,91.52,90.43,90.5,2541711
2022-04-04,90.59,91.18,90.56,91.15,2938573
2022-04-05,91.31,91.69,89.78,90.41,3317568
2022-04-06,90.47,90.95,89.69,90.16,3446478
2022-04-07,90.07,90.39,89.16,89.23,4153880
2022-04-08,89.32,90.96,89.15,90.85,1589387
2022-04-09,90.97,91.75,90.81,91.65,4218742
2022-04-10,91.75,91.77,89.48,89.82,2315933
2022-04-11,89.56,89.96,89.5,89.72,4492590
2022-04-12,89.71,89.89,88.97,89.03,2687411
2022-04-13,88.87,89.31,88.13,88.16,3890261
2022-04-14,88.05,88.18,87.54,87.67,4803591
2022-04-15,87.95,89.52,87.35,89.47,740894
2022-04-16,89.18,89.31,88.46,88.79,1221730
2022-04-17,88.36,88.39,88.01,88.24,1414033
2022-04-18,88.48,90.66,87.92,90.45,2117527
2022-04-19,90.54,91.42,90.35,91.39,3846826
2022-04-20,91.66,92.19,90.91,91.25,1608704
2022-04-21,91.18,92.4,90.69,91.96,3448000
2022-04-22,91.92,92.36,91.53,92.24,3859860
2022-04-23,92.55,92.63,91.23,91.39,2338714
2022-04-24,91.31,91.61,91.26,91.4,2161679
2022-04-25,91.24,91.54,90.78,91.51,2007194
2022-04-26,91.43,91.87,90.86,90.87,4148476
2022-04-27,90.56,90.72,90.2,90.27,2901953
2022-04-28,89.95,92.64,89.67,92.15,2550654
2022-04-29,92.08,92.38,91.5,92.11,3399633
2022-04-30,91.99,92.32,91.64,92.19,2352210
2022-05-01,92.31,92.68,92.05,92.18,3354639
2022-05-02,91.76,92.01,91.16,91.61,4298197
2022-05-03,91.59,91.74,89.52,90.04,1570760
2022-05-04,90.05,90.69,89.22,89.42,2691083
2022-05-05,89.56,89.84,89.3,89.79,2683360
2022-05-06,89.88,90.11,89.58,89.87,2189557
2022-05-07,89.76,89.92,89.19,89.57,4549835
2022-05-08,89.77,90.16,89.67,89.71,3448268
2022-05-09,89.57,89.74,89.11,89.61,2519733
2022-05-10,90.04,90.62,88.52,88.7,1919446
2022-05-11,88.56,89.23,88.42,88.51,3906603
2022-05-12,88.4,88.93,88.08,88.85,2231683
2022-05-13,89.0,91.17,88.84,91.11,3091380
2022-05-14,91.15,91.33,90.32,90.68,3544862
2022-05-15,91.02,91.41,90.31,90.42,4572877
2022-05-16,90.64,92.46,90.58,91.99,1412701
2022-05-17,91.44,92.08,90.33,90.38,3199563
2022-05-18,90.41,93.21,90.01,92.89,2608997
2022-05-19,92.8,92.8,92.64,92.72,3815791
2022-05-20,92.52,93.51,92.03,93.3,1913137
2022-05-21,93.57,95.0,93.09,94.81,3682432
2022-05-22,95.3,95.91,94.97,95.75,3597711
2022-05-23,95.56,96.47,95.5,96.3,3882474
2022-05-24,95.91,99.15,95.89,98.69,1821058
2022-05-25,98.68,100.55,98.52,100.39,2408402
2022-05-26,100.67,101.32,100.64,101.15,835066
2022-05-27,100.87,102.14,100.49,102.06,768613
2022-05-28,101.55,103.55,101.13,103.45,2876129
2022-05-29,103.5,104.13,102.66,103.92,1026114
2022-05-30,104.09,104.5,101.51,102.3,1879630
2022-05-31,102.32,102.52,101.73,102.31,2139267
2022-06-01,102.38,102.81,100.86,100.9,4985349
2022-06-02,100.57,104.07,100.41,103.03,1183157
2022-06-03,102.93,103.54,102.42,103.29,2991741
