timestamp,open,high,low,close,volume
2021-02-07,107.75,108.27,104.84,105.04,954865
2021-02-08,104.47,106.73,104.32,106.56,4978263
2021-02-09,106.25,106.91,106.1,106.72,2998563
2021-02-10,107.03,107.27,106.61,106.72,630717
2021-02-11,107.04,109.54,105.77,108.39,4059697
2021-02-12,109.16,110.72,108.56,110.41,842144
2021-02-13,110.59,111.88,110.58,111.38,2746143
2021-02-14,111.53,112.08,111.01,111.91,4964470
2021-02-15,112.21,112.52,111.8,111.93,3645591
2021-02-16,112.46,112.5,107.85,108.35,2693229
2021-02-17,108.7,109.87,108.57,109.4,3650515
2021-02-18,108.8,109.86,108.63,108.93,4542754
2021-02-19,108.75,109.84,108.4,109.37,3077605
2021-02-20,109.71,112.59,109.41,111.94,964737
2021-02-21,112.48,112.8,112.1,112.52,4959674
2021-02-22,112.61,115.82,111.93,115.27,1789695
2021-02-23,114.82,115.51,113.72,114.05,2393447
2021-02-24,114.09,114.11,111.72,112.27,580450
2021-02-25,111.96,112.5,109.45,109.8,926364
2021-02-26,109.64,109.69,105.31,105.81,606741
2021-02-27,106.22,108.9,105.89,108.17,1618342
2021-02-28,107.7,107.99,106.89,107.39,2657531
2021-03-01,107.23,107.41,107.05,107.32,1688697
2021-03-02,107.07,107.21,105.36,106.22,3696943
2021-03-03,106.02,106.19,104.37,104.84,1065377
2021-03-04,104.7,106.54,104.59,106.17,1545110
2021-03-05,105.92,108.02,105.8,107.9,4512898
2021-03-06,107.79,109.07,107.75,108.98,4255719
2021-03-07,109.22,109.34,107.83,107.92,2600684
2021-03-08,108.1,108.33,107.77,108.16,4953653
2021-03-09,108.89,109.12,108.61,109.04,1247497
2021-03-10,108.56,109.65,108.41,109.12,2281616
2021-03-11,110.05,110.2,107.41,107.64,966124
2021-03-12,108.05,108.52,107.5,107.92,3934435
2021-03-13,107.37,107.52,107.1,107.3,953262
2021-03-14,107.39,107.71,106.47,107.14,1961589
2021-03-15,107.44,109.21,107.1,109.09,2699736
2021-03-16,109.51,110.41,108.52,108.84,2850304
2021-03-17,108.61,108.99,108.46,108.89,894560
2021-03-18,108.23,111.12,107.44,111.1,2342442
2021-03-19,110.99,111.59,110.72,110.75,885100
2021-03-20,110.33,110.96,110.0,110.35,2457440
2021-03-21,110.44,110.93,107.44,107.92,4610082
2021-03-22,108.0,108.75,107.24,108.51,4254040
2021-03-23,108.58,111.68,107.99,111.51,1676753
2021-03-24,111.7,111.77,111.58,111.63,3539204
2021-03-25,111.9,111.99,110.89,111.13,1841703
2021-03-26,110.95,111.69,109.22,109.49,4125968
2021-03-27,109.11,110.54,108.85,109.77,3658137
2021-03-28,109.45,111.03,108.85,110.27,3857107
2021-03-29,110.68,111.36,109.47,109.96,912900
2021-03-30,109.61,111.06,109.44,110.34,4294504
2021-03-31,109.64,110.84,109.44,110.32,2080624
2021-04-01,110.47,114.25,110.37,113.9,4061695
2021-04-02,113.98,115.24,113.48,115.21,1840780
2021-04-03,115.3,115.31,113.97,114.43,3777972
2021-04-04,114.78,114.84,111.91,112.49,4047829
2021-04-05,112.58,113.23,112.52,112.68,3797656
2021-04-06,113.08,113.85,109.7,110.52,1221788
2021-04-07,110.54,110.67,108.94,109.07,4985376
2021-04-08,109.04,109.77,107.32,107.6,1986260
2021-04-09,107.76,108.64,107.24,107.73,2207296
2021-04-10,107.75,107.89,107.23,107.48,4689475
2021-04-11,107.45,107.9,106.18,106.84,644706
2021-04-12,106.95,107.37,106.53,107.13,2128197
2021-04-13,106.81,107.07,106.26,106.46,4422845
2021-04-14,106.35,106.98,106.11,106.63,2006035
2021-04-15,107.29,107.78,106.87,107.73,2222907
2021-04-16,107.07,107.92,105.8,107.3,1697035
2021-04-17,107.44,107.54,104.86,105.73,2516998
2021-04-18,105.37,105.59,102.49,103.19,1150179
2021-04-19,103.18,103.34,101.58,101.96,3970219
2021-04-20,102.22,102.87,101.86,102.07,1396210
2021-04-21,101.73,102.44,101.01,102.27,2055070
2021-04-22,102.76,103.04,102.12,102.18,2812083
2021-04-23,101.76,102.0,99.32,100.14,1571740
2021-04-24,100.24,100.81,99.21,99.43,2774296
2021-04-25,99.48,99.82,99.4,99.77,1134067
2021-04-26,99.95,101.17,99.55,100.73,1976063
2021-04-27,100.38,101.26,100.15,100.78,505919
2021-04-28,100.88,101.23,98.89,98.98,3392999
2021-04-29,99.13,100.84,98.67,100.12,1189859
2021-04-30,99.7,99.99,97.35,97.77,1123403
2021-05-01,97.93,98.58,97.08,97.1,4001198
2021-05-02,96.79,98.12,96.5,97.73,3032940
2021-05-03,97.8,99.21,97.73,98.77,897066
2021-05-04,98.82,99.03,98.26,98.44,1524611
2021-05-05,98.17,98.32,96.78,97.07,4451474
2021-05-06,97.09,98.17,96.48,97.84,4105043
2021-05-07,97.84,99.32,97.47,99.15,3602524
2021-05-08,99.56,100.43,98.97,100.36,2584959
2021-05-09,100.82,100.91,99.84,99.85,3137226
2021-05-10,99.84,100.4,99.47,100.33,3849422
2021-05-11,99.97,102.0,99.92,101.34,2097813
2021-05-12,101.11,101.91,100.87,101.46,2527315
2021-05-13,101.7,102.95,101.24,102.36,3138640
2021-05-14,102.32,102.85,101.76,102.03,4144299
2021-05-15,102.48,104.19,102.31,103.97,3299326
2021-05-16,104.43,104.81,104.35,104.42,2579237
2021-05-17,104.77,105.51,104.32,105.06,3955426
2021-05-18,105.13,105.45,103.61,103.85,3968812
2021-05-19,103.84,103.92,102.57,102.96,1070343
2021-05-20,102.83,103.38,100.15,100.39,608936
2021-05-21,100.19,100.55,99.47,99.67,4833101
2021-05-22,99.78,100.34,98.41,99.22,3839465
2021-05-23,98.67,100.72,98.29,100.21,1543117
2021-05-24,99.84,100.34,99.13,99.45,2226257
2021-05-25,99.52,99.6,98.54,99.15,560378
2021-05-26,99.29,99.45,97.97,98.71,2022491
2021-05-27,98.88,99.29,97.43,98.1,2701226
2021-05-28,98.02,98.94,97.76,98.33,2446486
2021-05-29,97.74,99.17,97.23,98.48,3566256
2021-05-30,98.5,99.46,98.3,99.06,3447415
2021-05-31,99.04,100.66,98.71,99.68,2502648
2021-06-01,99.12,100.57,99.11,100.38,2497152
2021-06-02,100.56,100.9,99.54,100.84,3277717
2021-06-03,101.17,102.8,101.14,102.6,3845254
2021-06-04,102.51,103.02,102.45,102.88,3111330
2021-06-05,103.55,104.11,102.8,102.87,4428926
2021-06-06,102.93,104.12,102.74,103.96,4669613
2021-06-07,103.37,105.05,102.87,104.37,4927236
2021-06-08,104.12,106.47,103.8,106.21,3203697
2021-06-09,106.02,107.99,105.87,107.73,4057680
2021-06-10,107.36,108.84,106.63,108.48,3394792
2021-06-11,108.83,109.31,105.33,105.73,921904
2021-06-12,105.41,106.33,105.06,105.91,583626
2021-06-13,105.62,106.67,104.94,106.01,1139507
2021-06-14,105.92,106.57,105.48,105.71,2257122
2021-06-15,105.86,107.35,105.51,107.01,2257884
2021-06-16,107.01,108.49,106.46,107.71,4743977
2021-06-17,108.16,110.36,107.98,109.59,4245105
2021-06-18,109.5,111.14,109.19,111.05,802855
2021-06-19,110.85,112.64,109.95,112.45,4874914
2021-06-20,112.65,113.91,112.45,112.89,4916338
2021-06-21,112.94,114.25,112.6,114.04,3718239
2021-06-22,114.22,114.6,113.4,113.55,1144569
2021-06-23,114.01,114.39,111.21,111.62,4424737
2021-06-24,111.52,113.17,111.33,113.16,1105468
2021-06-25,112.49,113.02,111.6,111.97,3398988
2021-06-26,112.75,113.34,111.95,112.05,3252118
2021-06-27,111.88,113.11,111.55,113.02,4011646
2021-06-28,113.1,113.15,111.49,111.76,4422243
2021-06-29,112.16,112.93,111.57,111.95,1727621
2021-06-30,112.0,113.25,111.37,112.75,4783894
2021-07-01,112.85,112.87,111.66,111.67,576848
2021-07-02,111.4,111.84,109.82,109.83,2607631
2021-07-03,109.82,110.25,109.41,109.56,2399681
2021-07-04,109.73,110.3,109.09,109.3,4493857
2021-07-05,108.84,109.12,108.32,108.67,4096194
2021-07-06,108.43,108.6,106.26,106.95,4800098
2021-07-07,106.25,107.84,106.16,107.55,4422792
2021-07-08,107.55,109.72,107.2,109.71,4926169
2021-07-09,110.18,110.6,109.09,109.26,2785804
2021-07-10,109.23,109.56,106.88,107.41,4286581
2021-07-11,108.02,108.35,107.14,107.72,2413671
2021-07-12,107.28,107.39,106.31,106.55,4965205
2021-07-13,107.1,107.56,105.1,105.21,3634562
2021-07-14,104.94,107.69,104.81,107.52,4605036
2021-07-15,107.76,111.41,107.45,110.95,4693838
2021-07-16,110.84,111.58,110.69,111.46,4332778
2021-07-17,112.05,115.7,111.99,115.47,2312501
2021-07-18,115.88,116.44,114.35,114.5,3305048
2021-07-19,114.32,117.07,113.72,116.99,3866760
2021-07-20,117.2,117.83,116.73,117.07,1995485
2021-07-21,117.53,117.84,116.89,116.92,2690406
2021-07-22,116.98,117.11,116.07,116.16,3274885
2021-07-23,116.68,117.41,115.41,116.05,739023
2021-07-24,115.94,116.53,112.56,113.34,603407
2021-07-25,113.51,113.9,112.34,113.08,4231180
2021-07-26,113.48,114.9,113.24,114.23,3759962
2021-07-27,114.61,114.85,112.83,113.17,1857228
2021-07-28,113.09,114.44,111.62,111.96,2349262
2021-07-29,111.98,112.11,108.51,108.55,4253450
2021-07-30,108.64,108.9,108.22,108.89,4562359
2021-07-31,108.94,109.42,106.95,107.69,1557208
2021-08-01,107.21,108.1,106.8,107.76,1316310
2021-08-02,107.91,108.46,105.55,105.81,3529190
2021-08-03,105.66,106.13,102.86,102.97,634836
2021-08-04,103.07,103.13,102.43,102.88,2991014
2021-08-05,103.13,103.17,102.56,102.89,1760903
2021-08-06,103.43,104.34,101.79,101.82,2401181
2021-08-07,101.72,104.57,101.6,103.84,3518491
2021-08-08,103.82,104.1,102.33,102.91,1463872
2021-08-09,103.2,104.28,103.12,104.01,1200679
2021-08-10,103.85,104.14,101.41,101.59,3978065
2021-08-11,101.92,102.17,99.37,100.08,1449296
2021-08-12,100.28,100.98,98.47,99.52,4992251
2021-08-13,99.66,100.4,99.63,100.0,3569897
2021-08-14,100.57,100.64,99.75,99.93,508213
2021-08-15,100.12,100.42,98.98,98.99,2468158
2021-08-16,99.09,100.53,98.56,100.25,1805035
2021-08-17,100.54,101.02,97.93,98.78,4301709
2021-08-18,98.66,98.71,95.23,95.5,2621473
2021-08-19,95.24,95.68,92.03,92.55,2998671
2021-08-20,92.89,93.01,92.11,92.18,4732651
2021-08-21,92.35,93.39,91.76,92.63,3100923
2021-08-22,92.12,93.06,92.06,92.7,898557
2021-08-23,92.3,92.71,90.92,90.93,3389278
2021-08-24,91.05,91.06,89.73,90.08,4780021
2021-08-25,90.06,90.23,87.89,88.25,4178788
2021-08-26,87.78,87.82,86.64,87.32,550569
2021-08-27,87.11,87.17,85.93,86.04,1864368
2021-08-28,86.02,86.83,85.5,86.54,934631
2021-08-29,86.79,87.25,86.5,86.72,3518325
2021-08-30,87.08,87.42,84.96,85.05,1913490
2021-08-31,84.61,84.89,83.37,83.76,1842540
2021-09-01,83.95,85.3,83.81,84.99,1661948
2021-09-02,85.26,85.37,84.95,85.07,2995889
2021-09-03,84.89,84.98,84.84,84.91,2271553
2021-09-04,84.87,85.0,84.36,84.66,1848389
2021-09-05,84.41,86.58,84.15,86.28,3271659
2021-09-06,86.45,86.9,84.08,84.21,1357574
2021-09-07,83.89,84.89,83.54,84.53,3073625
2021-09-08,84.49,86.29,83.85,86.13,935704
2021-09-09,85.9,86.45,85.62,85.89,2900998
2021-09-10,85.97,86.33,84.61,84.61,3629986
2021-09-11,84.55,84.59,82.19,82.79,3217013
2021-09-12,82.72,84.62,82.53,84.53,3985849
2021-09-13,84.26,85.47,84.11,85.28,1807321
2021-09-14,85.28,86.63,85.23,86.36,3210669
2021-09-15,86.54,86.77,84.78,85.26,2280227
2021-09-16,85.37,85.7,84.96,85.13,4933112
2021-09-17,85.08,85.35,84.33,84.75,2737445
2021-09-18,84.58,84.93,83.55,83.72,2789834
2021-09-19,83.63,84.15,83.52,83.83,4848760
2021-09-20,83.66,84.38,83.49,83.93,4296321
2021-09-21,83.61,83.83,83.19,83.71,4344959
2021-09-22,84.35,84.38,83.29,83.61,1781052
2021-09-23,83.58,83.69,81.64,82.04,1510444
2021-09-24,82.35,82.54,80.96,81.09,4752769
2021-09-25,80.98,81.11,80.79,80.82,3492842
2021-09-26,80.51,80.77,80.21,80.73,1829854
2021-09-27,80.81,81.17,79.35,79.45,1841587
2021-09-28,79.16,80.16,78.99,80.01,2817257
2021-09-29,80.04,80.41,79.23,79.73,2842395
2021-09-30,79.82,82.66,79.8,82.44,1264363
2021-10-01,82.36,82.56,81.56,81.86,3577010
2021-10-02,82.15,82.86,81.86,82.84,2851185
2021-10-03,82.48,82.49,82.21,82.22,4941032
2021-10-04,82.0,82.72,81.7,82.1,1931484
2021-10-05,81.94,82.09,79.98,80.0,2236834
2021-10-06,80.02,80.15,79.74,79.97,2919645
2021-10-07,80.18,80.54,78.63,78.73,3639601
2021-10-08,78.79,80.28,78.74,79.98,2694797
2021-10-09,79.92,81.47,79.85,80.89,3517810
2021-10-10,80.97,81.09,79.57,80.03,3988620
2021-10-11,80.02,80.49,79.85,80.01,1947883
2021-10-12,80.16,80.71,79.9,80.59,4516759
2021-10-13,80.3,80.39,79.2,79.39,629830
2021-10-14,79.47,80.8,79.3,80.28,4459377
2021-10-15,80.22,81.13,80.2,80.57,1568780
2021-10-16,80.48,80.52,80.08,80.37,3513404
2021-10-17,80.58,80.71,79.72,79.8,2947915
2021-10-18,79.2,79.73,79.06,79.35,798699
2021-10-19,79.0,79.97,78.84,79.38,4821140
2021-10-20,79.49,79.68,77.85,78.18,4797444
2021-10-21,78.26,78.77,78.01,78.71,3010344
2021-10-22,79.01,79.21,78.01,78.25,2488647
2021-10-23,78.77,79.28,78.62,78.97,2772572
2021-10-24,78.69,78.81,76.33,76.44,3567268
2021-10-25,76.3,78.29,76.04,77.97,4618681
2021-10-26,77.9,78.1,77.14,77.66,4596639
2021-10-27,77.56,77.69,76.97,77.38,3234672
2021-10-28,77.11,78.03,76.53,77.36,2921989
2021-10-29,77.29,78.96,77.1,78.86,3091673
2021-10-30,79.1,80.21,78.8,80.09,2990575
2021-10-31,80.37,80.87,80.35,80.76,3388074
2021-11-01,80.5,82.64,80.39,82.31,3074853
2021-11-02,82.61,84.04,82.21,83.63,4701488
2021-11-03,84.01,84.56,83.82,84.55,4049165
2021-11-04,84.93,85.0,84.47,84.71,1556783
2021-11-05,84.52,84.98,84.5,84.79,3861671
2021-11-06,85.1,85.68,84.16,84.34,3459132
2021-11-07,83.96,85.36,83.92,85.15,902402
2021-11-08,85.21,85.57,84.37,84.38,4004643
2021-11-09,84.41,84.85,83.41,83.93,2053806
2021-11-10,83.98,84.59,82.44,82.62,1083881
2021-11-11,82.73,83.07,82.71,82.76,2588744
2021-11-12,83.09,83.22,82.18,82.33,1592567
2021-11-13,82.13,82.9,81.97,82.74,3434099
2021-11-14,82.92,84.45,82.56,84.36,3498129
2021-11-15,84.56,84.76,83.92,84.24,3971743
2021-11-16,84.54,84.65,82.69,83.19,1839492
2021-11-17,83.08,84.43,82.89,84.14,3543362
2021-11-18,84.2,84.3,83.74,83.94,4613545
2021-11-19,83.93,84.29,83.78,83.78,1650401
2021-11-20,83.49,83.74,83.04,83.2,3473935
2021-11-21,83.06,83.54,82.8,83.1,2040043
2021-11-22,83.02,83.71,80.84,80.99,2153823
2021-11-23,80.82,80.98,80.19,80.24,4195606
2021-11-24,80.54,80.83,80.35,80.81,4830781
2021-11-25,80.94,82.01,80.91,82.01,3844988
2021-11-26,81.95,82.33,81.32,82.29,1977548
2021-11-27,82.16,82.98,81.88,82.4,3028027
2021-11-28,81.77,82.04,81.3,81.7,1869065
2021-11-29,81.91,82.09,80.52,80.58,2178035
2021-11-30,80.63,81.06,80.02,80.05,2812459
2021-12-01,80.24,80.61,80.08,80.12,2667984
2021-12-02,80.21,82.26,80.03,82.07,1769434
2021-12-03,82.07,82.13,80.13,80.48,696558
2021-12-04,80.31,81.9,80.25,81.46,771514
2021-12-05,81.15,81.31,80.06,80.34,4970064
2021-12-06,80.91,81.66,80.68,81.4,4601515
2021-12-07,81.47,82.04,79.93,80.55,3781525
2021-12-08,80.45,80.47,79.01,79.05,4267077
2021-12-09,78.95,79.12,77.62,78.0,4443442
2021-12-10,77.94,78.14,77.31,77.39,4826162
2021-12-11,77.39,79.43,76.97,79.32,3844384
2021-12-12,79.6,81.06,79.44,80.66,1797773
2021-12-13,80.96,81.24,78.25,78.47,3323539
2021-12-14,78.67,79.52,78.47,79.46,565103
2021-12-15,79.17,79.21,78.08,78.42,3408021
2021-12-16,78.39,78.87,78.09,78.45,4395490
2021-12-17,78.34,79.39,77.8,79.18,4549668
2021-12-18,79.71,80.65,79.63,80.62,2970695
2021-12-19,80.75,80.81,80.14,80.54,3313067
2021-12-20,81.2,81.55,79.0,79.35,2980673
2021-12-21,79.61,79.92,78.08,78.59,624587
2021-12-22,78.64,79.95,77.91,79.48,623936
2021-12-23,79.82,79.85,77.98,78.64,2405290
2021-12-24,78.56,79.53,78.35,79.05,4207423
2021-12-25,79.02,79.4,78.36,79.26,1203076
2021-12-26,79.48,80.91,79.27,80.86,1961580
2021-12-27,80.63,80.83,78.99,79.12,4800721
2021-12-28,79.33,79.69,78.08,78.16,3640780
2021-12-29,78.09,78.65,77.37,78.01,1565980
2021-12-30,77.58,78.9,77.47,78.64,4877199
2021-12-31,78.72,79.08,77.46,78.34,4672806
2022-01-01,78.56,79.27,78.43,79.21,910629
2022-01-02,79.32,80.36,79.06,80.05,2275840
2022-01-03,80.18,80.54,78.1,78.15,2480451
2022-01-04,78.13,78.87,78.04,78.74,725708
2022-01-05,78.56,78.76,78.24,78.52,2388280
2022-01-06,78.63,79.28,78.36,79.23,4778714
2022-01-07,79.3,79.33,77.56,77.86,4611742
2022-01-08,77.93,78.01,77.76,77.79,959199
2022-01-09,77.94,78.1,77.11,77.16,3916472
2022-01-10,76.79,77.44,76.47,77.22,2755808
2022-01-11,77.14,77.29,77.05,77.26,1159151
2022-01-12,77.3,77.46,76.19,76.36,2939032
2022-01-13,76.19,76.6,75.64,76.32,4314667
2022-01-14,76.29,76.52,75.44,75.6,966951
2022-01-15,75.5,78.37,75.27,78.03,3953496
2022-01-16,78.07,78.95,77.81,78.72,3027369
2022-01-17,78.6,79.16,78.55,78.93,4310079
2022-01-18,79.05,79.18,78.09,78.57,3457246
2022-01-19,78.62,78.89,77.39,77.81,1883780
2022-01-20,77.9,78.41,76.81,77.02,4271182
2022-01-21,76.72,78.74,76.51,78.65,4909828
2022-01-22,78.6,79.25,78.42,78.95,1316448
2022-01-23,78.56,80.77,77.99,80.75,3769777
2022-01-24,80.86,81.13,80.63,80.94,3628918
2022-01-25,80.58,81.49,80.17,81.29,633318
2022-01-26,81.72,81.9,80.16,80.54,2666423
2022-01-27,80.46,80.79,80.24,80.63,4936698
2022-01-28,80.87,81.49,80.36,81.25,4742248
2022-01-29,81.15,82.28,81.08,82.26,2360753
2022-01-30,82.65,82.85,81.61,81.84,891007
2022-01-31,81.34,83.8,81.22,83.13,680456
2022-02-01,83.13,85.15,82.84,84.85,1482800
2022-02-02,84.49,84.58,83.59,83.93,3744122
2022-02-03,84.05,84.15,83.79,83.85,1504788
2022-02-04,83.89,85.29,83.71,85.11,1960332
2022-02-05,84.94,85.36,84.45,84.89,1007864
2022-02-06,85.25,86.67,84.74,86.02,1791425
2022-02-07,85.91,86.32,84.64,84.71,806274
2022-02-08,84.75,84.88,84.16,84.74,1422002
2022-02-09,84.68,84.69,84.43,84.61,1903308
2022-02-10,84.44,86.45,84.01,86.44,3378269
2022-02-11,86.44,87.31,86.25,87.09,1651208
2022-02-12,87.28,87.33,86.74,86.81,1421122
2022-02-13,87.19,88.01,86.63,87.64,3699980
2022-02-14,87.8,88.82,87.29,88.6,570143
2022-02-15,88.7,90.11,88.42,89.68,1421076
2022-02-16,89.63,89.76,88.53,88.68,859722
2022-02-17,88.97,89.31,87.64,88.41,3146166
2022-02-18,88.81,89.28,88.58,89.28,2913208
2022-02-19,89.11,90.53,88.99,90.35,1051832
2022-02-20,90.26,90.82,90.1,90.21,1403562
2022-02-21,90.38,90.81,90.11,90.58,2292743
2022-02-22,90.66,90.75,90.43,90.64,4564848
2022-02-23,90.8,91.58,89.75,89.79,1389462
2022-02-24,89.74,90.44,88.92,90.25,1363394
2022-02-25,90.27,90.91,90.1,90.78,2182515
2022-02-26,90.98,91.6,88.58,89.86,938701
2022-02-27,89.44,89.8,87.76,87.95,4634495
2022-02-28,87.63,89.02,87.49,88.61,4468975
2022-03-01,88.56,89.91,88.16,89.41,4578360
2022-03-02,89.3,92.27,89.26,91.76,3950674
2022-03-03,91.27,93.33,91.23,92.95,1290284
2022-03-04,92.59,92.63,91.43,91.73,2675127
2022-03-05,91.54,91.63,89.46,89.53,4158003
2022-03-06,89.78,90.16,89.63,90.14,1697003
2022-03-07,90.4,90.61,90.06,90.09,2105693
2022-03-08,90.71,91.49,88.84,88.91,1499018
2022-03-09,88.69,88.94,86.41,86.55,4256334
2022-03-10,86.61,87.03,85.96,86.04,4208561
2022-03-11,86.15,87.53,86.13,87.3,4122551
2022-03-12,87.2,87.77,86.7,86.89,4872620
2022-03-13,86.72,88.16,86.27,87.39,2511330
2022-03-14,86.96,87.39,86.52,87.13,2873680
2022-03-15,86.94,87.52,85.61,85.93,2811358
2022-03-16,85.78,86.5,85.54,86.04,4496969
2022-03-17,85.62,85.89,84.76,85.2,1670766
2022-03-18,85.36,87.88,84.89,87.7,2370125
2022-03-19,87.9,88.12,87.44,88.11,691239
2022-03-20,88.18,88.7,86.43,87.29,2397618
2022-03-21,87.37,87.52,86.38,87.16,4412891
2022-03-22,87.32,89.03,87.08,88.84,1531246
2022-03-23,88.66,89.31,88.36,88.97,3105862
2022-03-24,89.0,89.31,88.37,88.56,1705606
2022-03-25,88.42,88.94,87.56,87.87,4733055
2022-03-26,88.2,88.65,86.26,86.43,1473086
2022-03-27,86.45,86.59,84.65,84.68,1723346
2022-03-28,84.82,85.06,84.09,84.1,846797
2022-03-29,83.82,84.16,81.42,81.65,977741
2022-03-30,81.09,81.31,80.92,81.06,4220954
2022-03-31,80.72,81.2,80.33,80.4,1609087
2022-04-01,80.55,81.92,79.79,81.47,2881978
2022-04-02,81.92,82.33,81.37,81.7,728662
2022-04-03,82.14,82.51,80.73,81.02,731968
2022-04-04,80.81,82.11,80.57,81.49,3959978
2022-04-05,81.74,84.2,81.55,83.82,3154091
2022-04-06,83.98,84.27,82.91,82.92,2596566
2022-04-07,82.3,83.71,81.97,83.61,1711695
2022-04-08,83.74,84.7,83.53,84.62,646695
2022-04-09,84.3,84.56,82.94,83.18,3655517
2022-04-10,83.23,84.84,83.05,84.32,734980
2022-04-11,84.56,84.76,82.33,82.57,4651470
2022-04-12,82.76,83.43,82.73,83.37,3245387
2022-04-13,83.23,84.76,82.81,84.33,2546230
2022-04-14,84.57,84.71,83.66,83.82,1382655
2022-04-15,84.11,85.88,83.8,85.59,693904
2022-04-16,85.15,86.03,84.82,86.0,4665594
2022-04-17,86.61,86.7,86.01,86.07,3919855
2022-04-18,86.15,87.0,85.63,85.68,3504412
2022-04-19,86.05,86.1,85.77,85.77,778242
2022-04-20,86.55,86.58,83.75,84.25,2410573
2022-04-21,83.53,84.08,82.87,84.0,4796342
2022-04-22,83.64,85.31,83.6,85.16,4371122
2022-04-23,84.91,86.71,84.63,86.6,3616608
2022-04-24,86.55,86.85,86.12,86.76,567738
2022-04-25,86.53,86.74,85.43,85.62,795336
2022-04-26,85.24,86.31,84.67,85.95,4017337
2022-04-27,85.91,86.79,85.76,86.67,2415657
2022-04-28,86.61,87.09,86.32,86.6,4429204
2022-04-29,86.48,86.92,85.82,86.3,2412575
2022-04-30,86.42,89.68,86.07,88.9,654322
2022-05-01,89.04,89.05,88.34,88.7,4320612
2022-05-02,88.65,90.78,88.59,90.46,957655
2022-05-03,90.39,91.55,89.88,90.98,934722
2022-05-04,91.06,92.48,91.0,92.29,3998111
2022-05-05,91.79,92.01,90.79,90.85,867062
2022-05-06,91.49,92.09,91.07,91.96,3301554
2022-05-07,91.69,92.19,91.64,91.78,2511292
2022-05-08,91.67,91.97,91.35,91.39,3714264
2022-05-09,91.14,91.78,90.86,90.95,833945
2022-05-10,91.1,92.77,90.35,92.3,1232001
2022-05-11,92.43,92.91,92.34,92.67,589740
2022-05-12,92.86,92.95,89.6,89.65,2035953
2022-05-13,89.83,90.02,89.53,90.02,3657017
2022-05-14,89.83,90.19,89.23,89.27,3452596
2022-05-15,89.33,91.03,89.33,90.89,3498911
2022-05-16,90.63,90.66,88.43,88.48,4162380
2022-05-17,88.66,88.82,87.4,87.92,2849257
2022-05-18,87.28,89.79,87.27,89.73,3807253
2022-05-19,89.91,92.01,89.6,91.76,3496422
2022-05-20,91.8,92.95,91.57,92.88,4759792
2022-05-21,92.72,93.28,92.52,93.28,2286731
2022-05-22,93.32,93.92,92.65,93.08,2011086
2022-05-23,93.34,93.58,91.73,92.02,3018441
2022-05-24,91.71,93.12,91.7,93.06,3474187
2022-05-25,92.96,94.43,92.94,93.88,810319
2022-05-26,94.29,95.11,94.28,94.71,4785352
2022-05-27,94.51,95.76,94.18,95.69,3346492
2022-05-28,95.66,96.37,94.35,94.41,1115545
2022-05-29,94.73,95.0,94.45,94.85,1407624
2022-05-30,95.01,95.27,91.11,91.13,3811184
2022-05-31,91.07,91.25,90.79,91.09,4915062
2022-06-01,91.23,93.31,90.69,92.84,4307011
2022-06-02,93.02,93.38,91.69,92.2,4430518
2022-06-03,92.21,92.26,90.97,91.06,1637519
